question	category
申请人申请劳动仲裁时应提交哪些材料?	3819
劳动仲裁申请怎么写	179
申请职业病鉴定需要什么材料?	1097
如何准确理解“医疗期”？	3133
什么是涉外收养?涉外收养的办理程序有哪些?	1126
收养一个孩子需要哪些材料? 	1123
婚姻里一方出轨怎么判？	1730
工伤认定需哪些证明材料	725
工伤申请时限	1422
发生交通事故责任如何划分?	774
推迟	1323
遗赠抚养协议如何公证	984
加班的时间不受限制的情形有哪些？	513
被执行人哪些财产不能执行	916
遗嘱能不能作废？	408
劳动者一直不愿意签劳动合同，单位要怎么办？	436
赡养费法律条文有哪些,	1246
房屋遗产继承过户，法律是如何规定的？	911
如何办理夫妻房产协议和公证	977
员工主动辞职，企业还要支付经济补偿金吗？	497
买二手房时原业主欠缴的物业费怎样处理？	2249
借款人没钱不还贷款，担保人该怎么办？	855
我的问题您能回答吗	1926
发生医疗事故，医院要担责吗？	2471
怎么解聘物业公司？	2213
向哪个法院提起诉讼	2069
工伤员工未休年休假，可以享受未休年休假的工资报酬吗？	473
个人怎么变更一般社会保险登记信息？	319
工伤赔偿包括哪些费用?	554
结婚后父母赠予房产属于夫妻双方共同财产吗?	60
外国人来华收养子女基本程序是什么?	1188
没有借条，对方躲起来不还钱，我该怎么办？	780
我收养外甥女，是否也受相差40岁的年龄限制? 	1113
医生未尽告知义务擅自切除脾脏，是否由医院担责？	2372
交通事故后续治疗费怎么主张?	653
“车祸”后签订的和解赔偿协议可以反悔吗?	712
遗弃罪中情节恶劣怎么判断？	1231
单位不支付员工加班费应当怎么办？	249
夫妻分居的证明,如何证明夫妻分居两年	89
"出了车祸	"	1578
离职未交接，公司就可以拒发工资吗？	494
去福利院收养小孩需要满足什么条件？	1128
子女与父母签定的赡养协议有法律效力吗？	1236
离婚怎么办？	2
对仲裁结果不服	260
被收养人对自己的亲生父母是否有法定继承权？	334
欠钱不还 没有借条 该怎么办？	782
处方指什么？	2544
劳动合同单位未盖章，是有效合同吗？	329
哺乳期女员工可以降薪吗?	2810
离婚时有限责任公司股份怎么分割	72
交通事故至我方人员死亡	1651
在我国法律援助要钱么?	1079
工伤申请	1421
我有一个法律问题想咨询一下	1881
出差出车祸是不是工伤的？	574
醉酒驾车会受到什么处罚？	750
我要想离婚	11
交通事故责任认定标准？	731
如何认定客观情况发生重大变化？	3144
出国公证需要什么手续	974
规章制度如何公示才能被裁判机关认可？	3119
欠钱不还，起诉时需要哪些证据？	812
担保人被起诉会有什么后果	857
离异父母的子女归一方的，是否还能继承另一方的遗产？	348
生日当天能领结婚证吗	111
法院缺席判离婚的，我给孩子要抚养费，但找不到人怎么办。	28
卫生费是怎么交的？	2274
哪些财产不能被强制执行?	916
第二次劳动合同到期后，用人单位是否还能终止合同?	3097
被车撞了,人没事应该要求什么补偿?	630
什么是医院的合理诊疗义务？	2536
交通事故责任认定标准	731
新生儿窒息死亡，医院有错该如何赔偿？	2464
员工何时休年假谁来决定？	3577
员工离职后发现职业病如何处理 ？	578
国家法律职业资格考试报名及考试具体安排？	3239
被宣告缓刑的犯罪分子应当遵守哪些规定	632
离婚时股票如何分割?	73
用人单位不能与试用期员工单方解除劳动合同的情形？	2723
上班的时候被人打,算工伤吗?	484
怎样写借条才具有法律效力，借条怎么写？	891
劳动者久拖不签劳动合同时，需要承担什么法律后果？	436
房屋的保修期到底有多长	1058
单位不给交公积金怎么办？	312
借条上有担保人签名，能起诉担保人要钱吗？	867
百度谁不会啊	1887
在规章制度中规定试用期内辞职需提前一个月，是否合法？	469
不能约定试用期的情形有哪些？	290
离婚证	1352
请问我母亲死了，父亲与另一个女人签了遗赠抚养协议，那子女还有赡养他的义务吗？	1202
用人单位把我调岗了，我不愿意去新的岗位可以辞职吗？	284
单位未足额缴社保职工能要经济补偿吗?	301
员工入职多久必须签订劳动合同 ？	523
申请劳动仲裁后我还有必要呆在原公司上班吗?	401
申请取保候审要准备哪些材料？	770
孕期女职工不能胜任单位工作怎么办?	201
员工要离职，在交接工作的一个月，企业还要为其缴纳社保吗？	491
请问有一方做牢在哪起诉离婚	95
领养孤儿需要什么条件？	1105
使用专项维修资金要经过哪些程序？	2344
车祸中是否有误工费	645
职业病诊断所需的材料有哪些？	585
借条如何写有法律效力	891
对方起诉离婚,对方起诉离婚我不同意该怎么办	8
收养小孩协议怎样写才有法律效力	1190
怎样解除涉外收养关系,解除涉外收养关系如何办？	1159
婚前买房 离婚时分割	43
伤残鉴定结果出来了不满怎么办？	587
如何申请人民法院强制执行?	3788
婚后借的钱谁来还？	84
媳妇或女婿有义务赡养公婆或岳母岳父吗？	1201
什么时候做工伤伤残鉴定最好？	183
只约定了服务期但没约定违约金，单位可以在员工违反服期约定的时候主张违约金吗？	534
公司在发工资之前破产了怎么办？	145
贷款没能力偿还	834
患者有哪些权利？	2356
干儿子是否有继承权？	339
分公司可以签订劳动合同吗？	438
医疗机构擅自传播患者的体检结果，是否侵犯了患者的隐私权？	2363
交强险对自己的车辆损失是否赔偿?	677
关于房屋主体机构质量不合格的法律依据	1059
年休假的计算方法？	495
怎么写离婚协议书	15
华侨以及居住在港澳台地区的中国公民在内地收养子女的法律规定?	1146
变更合同后原合同是否有效?	3703
第一顺序继承人只剩一人相关的第二顺序继承人能做继承吗？	297
婚姻自始无效	1957
车祸10级伤残赔偿农村户口与城市户口有多大区别?	673
谁能申请特许离监？	3357
存款公证（涉外）怎么办理？	1028
订婚了但没领证,彩礼可以退还吗	67
公司经营困难要解雇员工，合法吗？	241
企业生产经营困难，能不能辞退员工？	460
如何认定房屋主体结构质量不合格	1059
非业主能参加业主大会吗？	2136
员工互相打听工资是否属于违纪？能否解除合同？	2883
怎样申请五保户	1206
在北京发生交通事故	695
伤残鉴定要去哪里做	667
患者怎么起诉？	2520
用人单位没有签订劳动合同,我怎么维权?	132
早产产假是多少天？	343
实习期的工资标准一般是多少？	292
商品有问题退换货	2127
职工工伤公司应承担哪些责任？	489
交通事故法院起诉书怎么写	623
子女在什么情况下可以不赡养父母?	1213
物业公司该怎么退出小区的物业管理？	2207
实际登记人不是夫妻的车如何分割？	71
我想向法院申请确认人民调解协议的效力但不知道该向哪个法院提出，该怎么办	3250
劳动合同法规定的陪产假是多少天?	352
分居财产转移怎么办？	1734
哪些情况贷款会被银行提前收回	887
可以不交车位管理费吗？	2241
哪些商品实行三包？	2173
离婚需要结婚证吗	14
员工发生工伤单位如何应对？	489
违法解除劳动合同案件中，需要什么证据？	357
员工不胜任工作单位调岗是不是可以自己决定？	429
工伤私了后,还能反悔吗?	149
物业公司可以将公用绿地改建为停车位吗？	2239
如何证明员工不能胜任工作？	3139
工伤与交通事故可以得到双重补偿吗?	733
因为企业破产，劳动者可以要求赔偿吗？	229
发生交通事故了，应该怎么办？	695
向法院提起诉讼需要提交什么材料?	1247
主动辞职能领失业金吗？	326
孩子不是亲生的，抚养费要给吗？	22
员工在出差期间发生交通事故是否可以认定为工伤	715
自己主动辞职是不是不能领取失业金了？	326
不服交通事故认定书作出的责任认定,该怎么办	732
私下签订的和解协议能够反悔	712
被业主委员会侵犯了合法权益，受侵害了的业主该怎么办？	2084
对方阻止我见孩子？	18
多次减刑的需在上一次减刑后间隔多长时间？	3424
你好律师	1880
夫妻一方偷偷借出去的钱，另一方能要回来吗？	778
哪些情况下担保人无须承担责任？	854
交通事故赔偿农村户口和城镇户口有什么差别?	673
缓刑	1592
我给人担保了高利贷但借款人跑了 人家向我要钱 我该怎么办？	860
鉴定机构不同，鉴定结果会有差别吗？	727
业主有权要求撤销业主委员会与物业服务企业签订的物业服务合同吗？	2115
求财产保全及申请书范文？	932
用人单位少缴社保,员工辞职时可以要求经济补偿吗？	301
我在职业病诊断期间，单位要解雇我怎么办？	1291
证明老板拖欠工资我要收集哪些证据？	137
向法院申请支付令的流程是怎样的？	824
小区的供水、供电等专营设施设备的维修、改造、更新，可以动用专项维修资金吗？	2346
保证人条件?	769
公司法定代表人要签劳动合同吗？	522
申请执行人申请强制执行需要提供哪些材料?	815
企业要调岗员工必须无条件服从吗？	430
我的房屋质量问题可以退房吗	1055
开发商产权证迟迟办不下来,可以起诉退房吗？	919
奖金的范围包括哪些？	2847
交通事故纠纷起诉要去哪里?	618
解除收养关系 是否仍需赡养	1220
晚婚假	1801
继承纠纷该到哪个法院起诉？	1288
劳动合同中的劳动报酬条款如何约定？	2890
